Dep,Nom,Population 2010,Surface en km²,Longitude,Latitude
74,Veyrier-du-Lac,2218,8.21,6.16667,45.8833
74,Contamine-Sarzin,571,6.86,5.98333,46.0333
74,Villard,753,7.42,6.44167,46.2167
74,Burdignin,649,9.87,6.43333,46.2167
74,Nâves-Parmelan,913,5.39,6.18333,45.9333
74,Annemasse,32196,4.98,6.25,46.2
74,Vinzier,748,6.51,6.63333,46.35
74,Chamonix-Mont-Blanc,8972,116.53,6.86667,45.9167
74,Domancy,1817,7.4,6.65,45.9167
74,Vétraz-Monthoux,6829,7.11,6.26667,46.1667
74,Dingy-Saint-Clair,1338,34.12,6.21667,45.9
74,Chênex,616,5.38,6,46.1167
74,Bossey,736,3.88,6.16667,46.15
74,Contamine-sur-Arve,1593,6.92,6.33333,46.1333
74,Saint-Blaise,325,2.55,6.08333,46.0667
74,Orcier,800,9.39,6.5,46.3167
74,Marignier,6159,19.97,6.51667,46.1
74,Lyaud,1502,9.17,6.53333,46.3333
74,Scionzier,7311,10.62,6.56667,46.05
74,Publier,6240,8.92,6.55,46.3833
74,Vougy,1482,3.99,6.5,46.0667
74,Larringes,1241,8.07,6.58333,46.3667
74,Samoëns,2305,97.29,6.73333,46.0833
74,La Vernaz,294,7.78,6.6,46.3167
74,Bonne,2776,8.58,6.32056,46.1684
74,Mieussy,2116,44.45,6.53333,46.15
74,Cranves-Sales,5349,13.61,6.3,46.1833
74,Morillon,563,14.51,6.68333,46.0833
74,Sallenôves,574,3.64,6,46
74,La Chapelle-Rambaud,224,4.27,6.25,46.0667
74,Villaz,2818,15.27,6.18333,45.95
74,Praz-sur-Arly,1334,22.64,6.56667,45.8333
74,Massongy,1424,9.81,6.33333,46.3167
74,Étercy,698,4.55,6,45.8833
74,Nernier,459,1.82,6.3,46.3667
74,Chavanod,2263,13.36,6.05,45.8833
74,Clefs,580,18.47,6.33333,45.8667
74,Moye,1030,23.8,5.91667,45.8667
74,Neydens,1513,6.96,6.1,46.1167
74,Cons-Sainte-Colombe,355,3.47,6.33333,45.75
74,Entrevernes,206,8.31,6.18333,45.8
74,Chainaz-les-Frasses,605,5.57,6,45.7667
74,Vovray-en-Bornes,363,6.57,6.15,46.0667
74,Thuile,965,8.76,6.2,45.7833
74,Houches,3018,43.07,6.8,45.8833
74,Armoy,1184,4.95,6.51667,46.35
74,La Balme-de-Sillingy,4960,16.51,6.03333,45.9667
74,Saint-Félix,2168,6.6,5.96667,45.8
74,Saint-Jean-de-Tholome,879,12.37,6.4,46.1167
74,Sixt-Fer-à-Cheval,796,119.07,6.77556,46.0553
74,Saint-Gervais-les-Bains,5694,63.63,6.71667,45.9
74,Viuz-la-Chiésaz,1262,13.91,6.06667,45.8
74,Bonnevaux,250,7.82,6.66667,46.3
74,Faverges,6833,25.86,6.3,45.75
74,Alby-sur-Chéran,2012,6.56,6.02084,45.8167
74,La Baume,251,16.91,6.61667,46.2833
74,Scientrier,1094,7.21,6.33333,46.1167
74,Amancy,2046,8.62,6.33333,46.0667
74,Chilly,1109,18.58,5.95,45.9833
74,Saint-Julien-en-Genevois,11836,10.59,6.08333,46.1333
74,Cluses,17408,10.46,6.6,46.0667
74,Boëge,1748,16,6.41667,46.2167
74,Gruffy,1458,14.44,6.05,45.7833
74,Veigy-Foncenex,3568,12.99,6.25,46.2667
74,Évires,1294,19.49,6.23333,46.0333
74,Chens-sur-Léman,1893,10.87,6.26667,46.3333
74,Quintal,1198,9.13,6.08333,45.8333
74,Ambilly,5890,1.25,6.22417,46.195
74,Talloires,1690,20.69,6.21667,45.85
75,Paris,2243833,105.4,2.34445,48.86
76,Eslettes,1508,5.12,1.05,49.55
76,Rosay,274,10.46,1.25,49.7
76,Varengeville-sur-Mer,1028,10.75,0.983333,49.9167
76,Biville-la-Rivière,104,2.22,0.933333,49.7833
76,Neufbosc,366,5.14,1.36333,49.6456
76,La Gaillarde,417,7.78,0.866667,49.8333
76,Ancourteville-sur-Héricourt,263,3.5,0.663889,49.6962
76,Saint-Riquier-ès-Plains,590,6.22,0.666667,49.8167
76,Rouville,575,9.55,0.499167,49.6153
76,Callengeville,494,17.13,1.51972,49.8106
76,Richemont,483,10.69,1.65,49.8
76,Bouelles,254,7.99,1.5,49.7167
76,Veauville-lès-Quelles,108,3.21,0.705833,49.7392
76,Freulleville,355,11.13,1.23333,49.8333
76,Foucarmont,984,7.28,1.56667,49.85
76,Campneuseville,505,12.3,1.66667,49.8667
76,Torcy-le-Petit,489,3.66,1.18333,49.8167
76,Malleville-les-Grès,155,3.06,0.6,49.8333
76,Cailly,713,5.44,1.23333,49.5833
76,Longueil,560,11.73,0.966667,49.8833
76,Sainte-Beuve-en-Rivière,191,11.57,1.53333,49.7667
76,Fontaine-le-Bourg,1426,12.2,1.16667,49.5667
76,Annouville-Vilmesnil,489,5.82,0.433333,49.6833
76,Ernemont-la-Villette,195,7.46,1.69695,49.4609
76,Lanquetot,1040,5.09,0.533333,49.5833
76,Beuzeville-la-Guérard,183,6.42,0.616667,49.7167
76,Fontaine-en-Bray,159,6.03,1.41667,49.6833
76,Saint-Pierre-lès-Elbeuf,8445,6.36,1.05,49.2667
76,Ocqueville,463,8.91,0.683333,49.8
76,Oherville,205,4.57,0.683333,49.7333
76,Ourville-en-Caux,1096,9.86,0.6,49.7333
76,Tourville-les-Ifs,562,8.34,0.4,49.7167
76,Grémonville,392,8.27,0.833333,49.6667
76,Le Tilleul,691,6.27,0.2,49.6833
76,Saint-Pierre-de-Varengeville,2233,13.18,0.933333,49.5
76,Pierrefiques,133,2.31,0.233333,49.6833
76,Le Caule-Sainte-Beuve,454,16.71,1.58333,49.7667
76,Anglesqueville-la-Bras-Long,119,3.53,0.782222,49.7803
76,Villequier,754,11.1,0.666667,49.5167
76,Glicourt,213,4.58,1.25,49.9333
76,Notre-Dame-du-Bec,427,3.99,0.216667,49.6
76,Mirville,337,5.42,0.45,49.6167
76,Manéglise,1141,8.35,0.25,49.5667
76,Sausseuzemare-en-Caux,408,3.88,0.342778,49.6659
76,Duclair,4134,10.02,0.883333,49.4833
76,Octeville-sur-Mer,5788,20.37,0.116667,49.55
76,Haudricourt,465,29.98,1.7,49.7333
76,Le Tréport,5255,6.77,1.36667,50.0667
76,Sainte-Marguerite-sur-Mer,511,5.41,0.947222,49.9073
76,Saint-Laurent-de-Brèvedent,1397,7.79,0.25,49.5333
76,Gommerville,719,7.39,0.366667,49.55
76,Fontenay,1032,5.61,0.182778,49.5606
76,Saint-Martin-de-Boscherville,1421,12.91,0.966667,49.45
76,Buchy,1415,3.67,1.36667,49.5833
76,Sainneville,810,6.97,0.283333,49.55
76,Pleine-Sève,120,4.07,0.75,49.8167
76,Morgny-la-Pommeraye,1036,6.48,1.25,49.5167
76,Bracquemont,880,4.84,1.15,49.95
76,Quévreville-la-Poterie,932,4.68,1.2,49.35
76,Touffreville-sur-Eu,197,5.69,1.31667,50
76,Saint-Ouen-sous-Bailly,226,5.32,1.3,49.9
76,Tourville-la-Chapelle,536,7.71,1.26667,49.95
76,Bures-en-Bray,335,10.99,1.33333,49.7833
76,Auzouville-Auberbosc,266,6.08,0.566667,49.6333
76,Tancarville,1346,7.42,0.466667,49.4833
76,Saint-Martin-du-Manoir,1549,5.13,0.233333,49.5333
76,Mélamare,772,6.35,0.45,49.5333
76,Saint-Germain-d'Étables,269,7.26,1.18333,49.8333
76,Saint-Aubin-Routot,1570,6.63,0.333333,49.5167
76,Bierville,273,2.22,1.26667,49.5333
76,Bellencombre,687,12.91,1.23333,49.7
76,Belmesnil,498,3.03,1.05,49.7667
76,Normanville,578,9.35,0.6,49.7
76,Gonnetot,155,2.33,0.9,49.7667
76,Trémauville,101,2.8,0.516667,49.6667
76,Aubéguimont,205,4.85,1.66667,49.8
76,Norville,895,11.69,0.633333,49.4667
76,Saint-Honoré,170,3.02,1.15,49.7833
76,Avremesnil,963,5.42,0.933333,49.85
76,Landes-Vieilles-et-Neuves,135,7.09,1.62945,49.7873
76,Angerville-l'Orcher,1470,9.91,0.283333,49.5833
76,Mesnières-en-Bray,979,15.06,1.38333,49.7667
76,Saint-Léger-aux-Bois,506,11.02,1.61667,49.8333
76,Fallencourt,192,12.08,1.56667,49.8667
76,Beautot,121,3.5,1.03528,49.6431
76,Vieux-Manoir,683,8.13,1.3,49.5667
76,Cléon,5606,6.47,1.03333,49.3167
76,Notre-Dame-du-Parc,169,3.01,1.13333,49.75
76,Petiville,1057,16.74,0.583333,49.4667
76,Berneval-le-Grand,1327,5.56,1.18333,49.9667
76,Auffay,1857,11.3,1.10028,49.7181
76,Cliponville,259,7.28,0.666667,49.6833
76,Le Petit-Quevilly,21898,4.35,1.03333,49.4333
76,Canehan,324,6.18,1.35,49.9833
76,Le Héron,242,10.72,1.4,49.4833
76,Haussez,285,13.15,1.66667,49.5833
76,Sotteville-sur-Mer,357,8.09,0.833333,49.8833
76,Saint-Maclou-de-Folleville,591,13.21,1.1,49.6833
76,Gerville,401,3.01,0.333333,49.7
76,Bourdainville,438,5.34,0.95,49.6667
76,Fresnoy-Folny,708,13.12,1.43333,49.8833
76,Ventes-Saint-Rémy,228,6.12,1.3,49.7
76,Preuseville,127,9.05,1.51667,49.8667
76,Bardouville,658,8.61,0.933333,49.4333
76,Angiens,569,6.88,0.783333,49.8333
76,Étaimpuis,711,10.6,1.13333,49.65
76,Rocquefort,337,5.36,0.7,49.6667
76,Flamanville,431,4.48,0.833333,49.6333
76,Fultot,205,3.72,0.8,49.75
76,Esclavelles,387,9.76,1.38333,49.7
76,Gournay-en-Bray,6396,10.4,1.73333,49.4833
76,Ouville-l'Abbaye,631,7.31,0.866667,49.7
76,La Houssaye-Béranger,544,8.06,1.08556,49.6309
76,Sauchay,410,5.74,1.2,49.9333
76,Prétot-Vicquemare,161,4.73,0.85,49.7333
76,Greny,144,4.06,1.31667,49.95
76,Angerville-Bailleul,214,4.59,0.45,49.6667
76,Saussay,324,5.17,0.933333,49.6333
76,Criel-sur-Mer,2789,21.12,1.31667,50.0167
76,Calleville-les-Deux-Églises,326,5.71,1.02306,49.7062
76,Saint-Martin-l'Hortier,253,5.79,1.4,49.75
76,Rocquemont,827,12.26,1.28333,49.6
76,Houquetot,341,4.09,0.391667,49.6083
76,Bois-Héroult,174,6.59,1.4,49.5667
76,Oissel,11516,22.19,1.1,49.3333
76,Louvetot,685,7.37,0.713056,49.5717
76,Aubermesnil-Beaumais,462,4.88,1.11667,49.85
76,Hautot-sur-Mer,1977,9.46,1.03333,49.9
76,Auvilliers,112,4.89,1.58333,49.7667
76,Virville,333,2.46,0.35,49.5833
76,Bouville,922,12.48,0.9,49.5667
76,Nullemont,132,5.65,1.63333,49.7667
76,Sainte-Marguerite-sur-Duclair,1890,7.26,0.85,49.5167
76,Goderville,2891,7.98,0.366667,49.65
76,Lintot,460,8,0.566667,49.5667
76,Bradiancourt,226,4.11,1.38333,49.6667
76,Eu,7436,17.93,1.41667,50.05
76,Grugny,920,3.18,1.11667,49.6167
76,Ménerval,191,12.43,1.66667,49.5667
76,Saint-Aubin-sur-Scie,1129,7.74,1.06667,49.8667
76,Assigny,358,6.05,1.3,49.9833
76,Cléville,162,5.47,0.616667,49.6167
76,Sainte-Croix-sur-Buchy,676,13.8,1.35,49.5667
76,Darnétal,9567,4.93,1.15,49.45
76,Saint-Gilles-de-Crétot,399,6.02,0.65,49.5667
76,Rebets,142,3.67,1.38333,49.5
76,Neuf-Marché,692,17.71,1.71528,49.4237
76,Roncherolles-sur-le-Vivier,1091,5.35,1.18361,49.467
76,Berville-sur-Seine,554,7.01,0.9,49.4667
76,Quincampoix,3081,20.34,1.18333,49.5333
76,Cailleville,259,5.03,0.733333,49.8333
76,Ry,799,5.71,1.35,49.4833
76,Clais,227,12.45,1.45,49.8
76,Roumare,1375,9.96,0.966667,49.5167
76,Carville-la-Folletière,396,4.36,0.816667,49.5667
76,Val-de-la-Haye,720,10.16,1,49.3833
76,Cottévrard,393,7.88,1.21667,49.6333
76,Arques-la-Bataille,2549,14.68,1.13333,49.8833
76,Royville,269,4.44,0.95,49.7833
76,Hautot-l'Auvray,328,7.33,0.75,49.7667
76,Flamets-Frétils,168,12.39,1.6,49.7333
76,Massy,307,11.24,1.4,49.6833
76,Marques,205,13.05,1.7,49.7833
76,Anquetierville,361,4.08,0.633333,49.5333
76,Contremoulins,196,4.38,0.433333,49.7333
76,Villers-sous-Foucarmont,193,7.01,1.56667,49.8333
76,Criquiers,676,23.55,1.7,49.6833
76,Ouville-la-Rivière,549,6.34,0.966667,49.8667
76,Harcanville,459,7.48,0.716667,49.7167
76,Sahurs,1285,11.23,0.933333,49.35
76,Saint-Eustache-la-Forêt,1072,6.59,0.466667,49.55
76,Sainte-Marie-au-Bosc,337,3.18,0.2,49.6667
76,Étretat,1499,4.07,0.2,49.7
76,Saint-Aubin-Épinay,962,9.83,1.16667,49.4167
76,Douvrend,489,17.96,1.31667,49.8667
76,La Feuillie,1262,39.76,1.51667,49.4667
76,Compainville,149,6.36,1.56667,49.6667
76,Gouy,810,4.97,1.15,49.35
76,Le Houlme,4019,2.97,1.03333,49.5167
76,Auberville-la-Renault,410,4.96,0.366667,49.6833
76,Anglesqueville-l'Esneval,549,4.36,0.233333,49.6333
76,Saint-Gilles-de-la-Neuville,652,7.09,0.383333,49.5667
76,Beaussault,388,18.3,1.56667,49.6833
76,Sainte-Austreberthe,605,6.13,0.966667,49.6
76,Derchigny,562,4.75,1.21667,49.9333
76,Mont-de-l'If,97,3.5,0.816667,49.5833
76,Fry,152,8.03,1.53333,49.5333
76,Yvetot,11816,7.47,0.766667,49.6167
76,Haucourt,256,10.18,1.66667,49.6333
76,Illois,339,14.54,1.65,49.75
76,Quiberville,549,3.35,0.916667,49.9
76,Grand-Couronne,9713,16.91,1,49.35
76,Ancourt,723,12.44,1.18333,49.9
76,Mesnil-Mauger,241,8.28,1.51667,49.6667
76,Bertreville-Saint-Ouen,342,6.67,1.05,49.8
76,Fresles,236,10.96,1.35,49.75
76,Mortemer,108,8.94,1.55,49.75
76,Brémontier-Merval,499,17.17,1.61667,49.5
76,Blosseville,302,6.96,0.8,49.85
76,La Londe,2271,30.98,0.966667,49.3
76,Elbeuf-en-Bray,398,10.65,1.65,49.4833
76,Bretteville-Saint-Laurent,173,3.97,0.874722,49.7631
76,Guerville,457,12.46,1.51667,49.9667
76,La Bouille,780,1.27,0.933333,49.35
76,Mannevillette,828,4.21,0.183333,49.6
76,Thiouville,277,5.86,0.616667,49.7
76,Le Grand-Quevilly,24930,11.11,1.03333,49.4167
76,Villainville,299,3.65,0.25,49.65
76,Bézancourt,335,17.59,1.63333,49.45
76,Anceaumeville,699,4.68,1.05,49.5833
76,Gueutteville-les-Grès,356,4.39,0.755278,49.8395
76,Imbleville,304,5.28,0.95,49.7167
76,Életot,614,6.81,0.45,49.7833
76,Bréauté,1315,13.91,0.4,49.6333
76,Bornambusc,283,4.11,0.35,49.6333
76,Cauville-sur-Mer,1435,11.19,0.133333,49.6
76,Houppeville,2531,20.8,1.08333,49.5167
76,La Rue-Saint-Pierre,695,7.68,1.25,49.5667
76,Ectot-lès-Baons,406,4.92,0.8,49.65
76,Freneuse,931,3.18,1.08333,49.3167
76,Aubermesnil-aux-Érables,203,8.48,1.56667,49.8256
76,Bolleville,542,9.73,0.566667,49.6
76,Le Bois-Robert,318,4.95,1.15,49.8333
76,Saumont-la-Poterie,405,15.94,1.61667,49.5833
76,Gruchet-Saint-Siméon,700,2.63,0.9,49.8167
76,Sorquainville,170,4.47,0.55,49.7
76,Elbeuf-sur-Andelle,411,5.87,1.4,49.4667
76,Doudeville,2568,14.51,0.8,49.7167
76,Crasville-la-Mallet,164,3.21,0.716667,49.8
76,Mauquenchy,320,12.64,1.46667,49.6
76,Elbeuf,17178,16.32,1,49.2833
76,Boissay,334,6.63,1.3575,49.5195
76,Belbeuf,2011,6.56,1.15,49.4
76,Avesnes-en-Val,272,16.51,1.4,49.9167
76,Trois-Pierres,726,7.48,0.416667,49.55
76,Quevillon,594,11.23,0.95,49.4167
76,Saint-Martin-en-Campagne,1298,6.85,1.23333,49.95
76,Beaurepaire,476,2.83,0.216667,49.6667
76,Anneville-Ambourville,1214,20.33,0.883333,49.4667
76,Notre-Dame-de-Bliquetuit,693,9.78,0.766667,49.5
76,Servaville-Salmonville,1059,7.85,1.26667,49.4833
76,Mesnil-Raoul,880,6.76,1.26667,49.4
76,Morville-sur-Andelle,285,5.17,1.43333,49.4833
76,Hodeng-au-Bosc,585,8.77,1.71667,49.8667
76,Ferrières-en-Bray,1628,15.88,1.75,49.4833
76,Guilmécourt,301,7.92,1.3,49.9667
76,Penly,332,4.06,1.23333,49.9833
76,Saint-Jean-de-la-Neuville,562,7.93,0.416667,49.5833
76,Le Mesnil-Réaume,596,5.55,1.45,49.9667
76,Londinières,1266,18.79,1.4,49.8333
76,Fontaine-sous-Préaux,510,3.52,1.18333,49.4833
76,Bois-Guillaume,21270,8.85,1.13333,49.4667
76,Cuverville-sur-Yères,216,11.06,1.4,49.9583
76,Colleville,749,7.39,0.466667,49.75
76,Intraville,263,4.66,1.28333,49.9333
76,Longuerue,302,5.36,1.3,49.55
76,Mentheville,256,3.08,0.416667,49.7
76,Blainville-Crevon,1156,14.8,1.3,49.5
76,Saint-Aubin-Celloville,970,6.72,1.16667,49.3667
76,Gancourt-Saint-Étienne,234,12.48,1.71667,49.55
76,Saint-Léger-du-Bourg-Denis,3421,2.81,1.15,49.4333
76,La Frénaye,1974,10.02,0.575,49.525
76,Nointot,1367,6,0.483333,49.6
76,Saint-Jean-du-Cardonnay,1345,7.52,1.01667,49.5
76,Saint-Rémy-Boscrocourt,770,8.37,1.4,50.0167
76,Yquebeuf,250,6.51,1.25,49.6
76,Blangy-sur-Bresle,2930,17.45,1.63333,49.9333
76,Valmont,1019,5.55,0.516667,49.7333
76,Brunville,261,3.92,1.26667,49.9667
76,Saint-Riquier-en-Rivière,163,9.99,1.56667,49.8833
76,Ambrumesnil,526,5.14,1,49.8667
76,Barentin,12108,12.74,0.95,49.55
76,Dénestanville,221,2.69,1.08333,49.8167
76,Osmoy-Saint-Valery,329,16.21,1.31667,49.8
76,Drosay,189,6.43,0.733333,49.8
76,Cent-Acres,36,5.08,1.15,49.7667
76,Bénesville,185,5.51,0.833333,49.75
76,Le Catelier,216,3.84,1.15,49.75
76,Saint-Vaast-Dieppedalle,343,12.15,0.716667,49.75
76,Écretteville-sur-Mer,135,1.89,0.483333,49.8
76,Ouainville,516,7.01,0.583333,49.7833
76,Lindebeuf,364,4.62,0.916667,49.7
76,Heugleville-sur-Scie,596,13.09,1.1,49.7333
76,Yébleron,1375,10.39,0.533333,49.6333
76,Bordeaux-Saint-Clair,623,10.31,0.25,49.7
76,Monchaux-Soreng,644,10.05,1.58333,49.95
76,Ectot-l'Auber,582,5,0.933333,49.65
76,Sainte-Agathe-d'Aliermont,327,7.97,1.31667,49.8333
76,Hermeville,373,3.81,0.266667,49.6
76,Le Hanouard,241,4.32,0.666667,49.7333
76,Pissy-Pôville,1277,11.26,1,49.5333
76,Quièvrecourt,459,4.02,1.41667,49.7333
76,La Cerlangue,1290,27.93,0.416667,49.5
76,Rieux,632,7.09,1.58333,49.9333
76,Harfleur,8158,4.21,0.2,49.5
76,Ingouville,248,7.91,0.683333,49.8333
76,Saint-Crespin,284,6.35,1.11667,49.7833
76,Greuville,370,2.96,0.916667,49.8167
76,Nolléval,433,9.93,1.48333,49.5
76,Canouville,321,4.49,0.6,49.8
76,Fresne-le-Plan,613,6.88,1.3,49.4167
76,Envronville,314,6.22,0.666667,49.6667
76,Amfreville-la-Mi-Voie,3112,3.89,1.11667,49.4
76,Froberville,1008,5.88,0.333333,49.7167
76,Incheville,1334,7.89,1.5,50.0167
76,Rouvray-Catillon,219,12.22,1.48333,49.5667
76,Auquemesnil,285,6.34,1.33333,49.95
76,Maniquerville,477,2.55,0.333333,49.7
76,Offranville,3321,17.34,1.05,49.8667
76,Amfreville-les-Champs,160,4.6,0.816667,49.7
76,Réalcamp,662,11.45,1.63333,49.85
76,Robertot,189,2.45,0.7,49.7167
76,Torcy-le-Grand,710,8.75,1.18333,49.8
76,Dampierre-en-Bray,449,12.82,1.65917,49.5317
76,Ménonval,192,5.32,1.5,49.7667
76,Le Trait,5270,17.52,0.816667,49.4667
76,Gerponville,382,4.91,0.566667,49.75
76,Clasville,263,3.16,0.616667,49.8
76,Millebosc,275,7.91,1.5,49.9667
76,Saint-Vincent-Cramesnil,605,4.77,0.366667,49.5
76,Vassonville,401,5.65,1.09278,49.6948
76,Bosc-Édeline,324,6.19,1.43333,49.5667
76,Maucomble,353,5.07,1.33333,49.6833
76,Bois-d'Ennebourg,517,7.04,1.25,49.4333
76,Épreville,1015,6.44,0.366667,49.7
76,Beuzevillette,713,5.63,0.533333,49.5667
76,Martin-Église,1542,9.58,1.15,49.9
76,Foucart,358,4.28,0.6,49.6167
76,Croixdalle,218,11,1.36667,49.8167
76,Saint-Mards,187,6.52,1.01667,49.7667
76,Omonville,259,2.83,1.05,49.8
76,Sandouville,761,14.8,0.316667,49.5
76,Claville-Motteville,268,9.26,1.2,49.6
76,Grandes-Ventes,1766,24.76,1.23333,49.7833
76,Lammerville,321,8.76,0.983333,49.8
76,Sommesnil,89,3.06,0.666667,49.7167
76,Vittefleur,635,8.17,0.65,49.8167
76,La Hallotière,174,3.75,1.46667,49.5167
76,Monchy-sur-Eu,565,8.99,1.45,50
76,Valliquerville,1271,13.39,0.683333,49.6167
76,Saint-Pierre-Lavis,197,4.49,0.633333,49.6667
76,Tocqueville-en-Caux,142,3.17,0.9,49.7833
76,Fréauville,133,5.41,1.41667,49.8333
76,Clères,1347,11.36,1.11667,49.6
76,Betteville,549,8.57,0.8,49.55
76,Le Fossé,478,10.11,1.56667,49.6
76,Isneauville,2490,8.2,1.15,49.5
76,Saint-Georges-sur-Fontaine,881,9.09,1.18333,49.55
76,Étoutteville,711,11.59,0.783333,49.6667
76,Heuqueville,673,5.05,0.148889,49.6156
76,Fresquiennes,1066,13.45,1.00472,49.5637
76,Vattetot-sous-Beaumont,558,6.94,0.45,49.6333
76,Bertreville,100,3.22,0.583333,49.7667
76,Saâne-Saint-Just,147,6.82,0.933333,49.7667
76,Cropus,236,4.78,1.15,49.7333
76,Saint-Paër,1188,18.36,0.883333,49.5167
76,La Folletière,66,5.05,0.8,49.5667
76,La Vaupalière,983,8,1.01667,49.4833
76,Saint-Saire,630,13.32,1.5,49.7
76,Bois-Himont,441,5.84,0.7,49.5833
76,Autretot,704,3.8,0.733333,49.65
76,Bois-l'Évêque,483,7.21,1.26667,49.45
76,Autigny,276,4.1,0.866667,49.8
76,Montville,4736,10.85,1.07556,49.5464
76,Bazinval,357,7.18,1.55,49.9667
76,Cideville,296,5.37,0.9,49.6167
76,Saint-Quentin-au-Bosc,101,3.5,1.33333,49.9333
76,Bosc-Guérard-Saint-Adrien,861,10.41,1.11667,49.55
76,Crasville-la-Rocquefort,220,5.21,0.866667,49.8
76,Envermeu,2082,14.58,1.26667,49.9
76,Saint-Étienne-du-Rouvray,28102,18.25,1.1,49.3833
76,Heurteauville,331,7.26,0.816667,49.45
76,Thiergeville,377,9.25,0.516667,49.7167
76,Étainhus,1065,8.22,0.316667,49.5667
76,Saint-Martin-du-Bec,568,4.12,0.2,49.6
76,Ermenouville,160,3.7,0.783333,49.8
76,Manéhouville,217,4.28,1.08333,49.8333
76,Vatierville,118,4.52,1.5,49.7833
76,Luneray,2137,5.08,0.916667,49.8333
76,Saint-Germain-sous-Cailly,322,4.01,1.21667,49.5833
76,Saint-Pierre-Bénouville,341,8.39,0.966667,49.75
76,Criquetot-sur-Longueville,194,7.22,1.08333,49.7833
76,Gruchet-le-Valasse,2811,14.2,0.483333,49.55
76,Saint-Aubin-le-Cauf,899,10.11,1.18333,49.8667
76,Lintot-les-Bois,186,2.81,1.06667,49.8
76,Mesnil-Panneville,679,11.87,0.9,49.5833
76,Anneville-sur-Scie,465,5.41,1.08333,49.8333
76,Saint-Michel-d'Halescourt,102,4.81,1.66667,49.6084
76,Alvimare,536,6.73,0.633333,49.6
76,La Chapelle-sur-Dun,187,4.42,0.85,49.8667
76,Déville-lès-Rouen,10188,3.16,1.03333,49.4667
76,Malaunay,5925,9.25,1.03333,49.5333
76,Bailleul-Neuville,179,13.14,1.41667,49.8
76,Forges-les-Eaux,3504,5.22,1.55,49.6167
76,Roncherolles-en-Bray,459,14.37,1.46667,49.6167
76,Maromme,11363,4.01,1.03333,49.4667
76,Saint-Nicolas-d'Aliermont,3715,15.53,1.21667,49.8833
76,Saint-André-sur-Cailly,891,12.28,1.21667,49.55
76,Saint-Romain-de-Colbosc,3791,11.74,0.366667,49.5333
76,Bosc-Bordel,440,11.95,1.41667,49.6
76,Gueures,519,6.07,0.966667,49.8333
76,Saint-Maurice-d'Ételan,316,14.24,0.616667,49.4667
76,Bec-de-Mortagne,686,11.94,0.45,49.7
76,Cuy-Saint-Fiacre,644,9.63,1.7,49.5167
76,Saint-Arnoult,1334,13.86,0.666667,49.5333
76,Villers-Écalles,1788,7.41,0.916667,49.5333
76,Bénarville,241,4.36,0.5,49.6667
76,Argueil,345,6.95,1.51667,49.5333
76,Sainte-Foy,544,6.72,1.13333,49.8
76,Hugleville-en-Caux,398,9.45,0.983333,49.6333
76,Dancourt,233,18.3,1.55,49.9
76,Saint-Martin-du-Vivier,1740,5,1.16667,49.4667
76,Saint-Jean-de-Folleville,836,13.73,0.5,49.5167
76,Notre-Dame-de-Gravenchon,8101,18.74,0.583333,49.4833
76,Varneville-Bretteville,289,9.22,1.05,49.65
76,Saint-Laurent-en-Caux,796,6.46,0.883333,49.75
76,Saint-Martin-aux-Buneaux,671,8.14,0.55,49.8333
76,Berville,547,6.72,0.833333,49.7167
76,Auzouville-l'Esneval,354,5.66,0.883333,49.6333
76,Molagnies,176,4.65,1.7225,49.5203
76,Bretteville-du-Grand-Caux,1278,11.41,0.392778,49.6645
76,La Chaussée,489,8.08,1.11667,49.8333
76,Bosc-Bérenger,187,3.38,1.25,49.6333
76,Lestanville,97,1.63,0.966667,49.75
76,Bosc-le-Hard,1491,10.37,1.18333,49.6333
76,Franqueville-Saint-Pierre,5734,8.56,1.18,49.4012
76,Avesnes-en-Bray,325,11.9,1.66667,49.4667
76,Ponts-et-Marais,828,5.9,1.45,50.05
76,Parc-d'Anxtot,579,5.83,0.383333,49.5833
76,Thérouldeville,587,4.58,0.516667,49.7667
76,Saint-Nicolas-de-Bliquetuit,564,9.23,0.733333,49.5167
76,La Chapelle-Saint-Ouen,99,7.85,1.43445,49.5353
76,Le Mesnil-sous-Jumièges,607,6.84,0.866667,49.4167
76,Saint-Hellier,435,14.22,1.18333,49.7333
76,Bertheauville,120,2.43,0.65,49.85
76,Bermonville,504,7.41,0.633333,49.6333
76,Toussaint,748,4.49,0.433333,49.7333
76,Triquerville,377,3.01,0.633333,49.5
76,Auzebosc,1071,4.76,0.733333,49.6
76,Épretot,743,6.84,0.316667,49.5333
76,Étalondes,1154,4.63,1.38333,50.0333
76,Sainte-Marie-des-Champs,1476,4.11,0.783333,49.6167
76,Caudebec-en-Caux,2279,4.93,0.733333,49.5333
76,Notre-Dame-de-Bondeville,6987,6.28,1.05,49.4833
76,Saint-Nicolas-de-la-Taille,1387,9.25,0.466667,49.5167
76,Bailly-en-Rivière,556,20.06,1.35,49.9167
76,Sainte-Colombe,200,5.74,0.766667,49.8
76,Montmain,1375,6.04,1.25,49.4167
76,Hautot-Saint-Sulpice,606,8.53,0.75,49.6833
76,Grainville-sur-Ry,450,5.38,1.3,49.4833
76,Bihorel,8438,2.51,1.11667,49.4667
76,Maulévrier-Sainte-Gertrude,949,14.16,0.720556,49.5548
